LIBELLE;CYCLE;N° COMPTE;DOMICILIATION;GROUPE SCOLAIRE;COMMUNE;REGION;DREN;IEPP
YAOKRO BONDOUKOU;;;;;;;BONDOUKOU;KOUASSI-DATEKRO
YAOTROKRO;;;;;;;BONDOUKOU;KOUASSI-DATEKRO
KORIA 2;;;;;;;BONDOUKOU;KOUN-FAO
AMADOUDOUO;;;;;;;BONDOUKOU;LAOUDI-BA
AMPOUNOU;;;;;;;BONDOUKOU;LAOUDI-BA
BEREDA BONDOUKOU;;;;;;;BONDOUKOU;LAOUDI-BA
BITELIDOUO;;;;;;;BONDOUKOU;LAOUDI-BA
BRACODI TANDA;;;;;;;BONDOUKOU;LAOUDI-BA
BROGODOM 1 2;;;;;;;BONDOUKOU;LAOUDI-BA
DAGBOLOYO;;;;;;;BONDOUKOU;LAOUDI-BA
DARIKOUSSOU;;;;;;;BONDOUKOU;LAOUDI-BA
DIAMPAREDOUO;;;;;;;BONDOUKOU;LAOUDI-BA
DITIEDOUO;;;;;;;BONDOUKOU;LAOUDI-BA
DJIMPOUNINDOUO;;;;;;;BONDOUKOU;LAOUDI-BA
DJIMPREDOUO;;;;;;;BONDOUKOU;LAOUDI-BA
DJOBRI;;;;;;;BONDOUKOU;LAOUDI-BA
DJORBANADOUO;;;;;;;BONDOUKOU;LAOUDI-BA
FAKALA;;;;;;;BONDOUKOU;LAOUDI-BA
FLATIE CENTRE;;;;;;;BONDOUKOU;LAOUDI-BA
FLATIE DJINTE;;;;;;;BONDOUKOU;LAOUDI-BA
FLATIE EST;;;;;;;BONDOUKOU;LAOUDI-BA
FLATIE KIERKPE;;;;;;;BONDOUKOU;LAOUDI-BA
FLATIEDOUGOU 1 2;;;;;;;BONDOUKOU;LAOUDI-BA
GANKRO 1;;;;;;;BONDOUKOU;LAOUDI-BA
GANKRO 2;;;;;;;BONDOUKOU;LAOUDI-BA
GBAGBAO;;;;;;;BONDOUKOU;LAOUDI-BA
GBANAN;;;;;;;BONDOUKOU;LAOUDI-BA
GBANHUI 1;;;;;;;BONDOUKOU;LAOUDI-BA
GBANHUI 2;;;;;;;BONDOUKOU;LAOUDI-BA
GNANGOMAMI;;;;;;;BONDOUKOU;LAOUDI-BA
GOHONDO 1;;;;;;;BONDOUKOU;LAOUDI-BA
GOHONDO 2;;;;;;;BONDOUKOU;LAOUDI-BA
KIERWEREDOUO;;;;;;;BONDOUKOU;LAOUDI-BA
KOGORA;;;;;;;BONDOUKOU;LAOUDI-BA
KOHUI;;;;;;;BONDOUKOU;LAOUDI-BA
KOUADIO YEGO;;;;;;;BONDOUKOU;LAOUDI-BA
LAOUDI BA 1;;;;;;;BONDOUKOU;LAOUDI-BA
LAOUDI BA 2 3;;;;;;;BONDOUKOU;LAOUDI-BA
LAOUDIGAN 1 2;;;;;;;BONDOUKOU;LAOUDI-BA
LEKAREDOUO;;;;;;;BONDOUKOU;LAOUDI-BA
MATERNELLE BROGODON;;;;;;;BONDOUKOU;LAOUDI-BA
MATERNELLE SEPINGO;;;;;;;BONDOUKOU;LAOUDI-BA
MATERNELLE TEFRODOUO;;;;;;;BONDOUKOU;LAOUDI-BA
MATERNELLE YEZIMALA;;;;;;;BONDOUKOU;LAOUDI-BA
MORODOUO;;;;;;;BONDOUKOU;LAOUDI-BA
NANGUIDOUO;;;;;;;BONDOUKOU;LAOUDI-BA
NAO LAOUDIBA;;;;;;;BONDOUKOU;LAOUDI-BA
PETEYE 1;;;;;;;BONDOUKOU;LAOUDI-BA
PETEYE 2;;;;;;;BONDOUKOU;LAOUDI-BA
SALEYE;;;;;;;BONDOUKOU;LAOUDI-BA
SANAGA;;;;;;;BONDOUKOU;LAOUDI-BA
SANGUEITA;;;;;;;BONDOUKOU;LAOUDI-BA
SAPLI 1 2;;;;;;;BONDOUKOU;LAOUDI-BA
SAPLI 3;;;;;;;BONDOUKOU;LAOUDI-BA
SAVAGNE;;;;;;;BONDOUKOU;LAOUDI-BA
SAVAGNERE;;;;;;;BONDOUKOU;LAOUDI-BA
SEPINGO 1;;;;;;;BONDOUKOU;LAOUDI-BA
SEPINGO 2 3;;;;;;;BONDOUKOU;LAOUDI-BA
SIANLI;;;;;;;BONDOUKOU;LAOUDI-BA
TCHAFRITEDOUO;;;;;;;BONDOUKOU;LAOUDI-BA
TEFRODOUO;;;;;;;BONDOUKOU;LAOUDI-BA
TEFRODOUO NORD;;;;;;;BONDOUKOU;LAOUDI-BA
TIEMOKODOUGOU BONDOUKOU;;;;;;;BONDOUKOU;LAOUDI-BA
TILBONINDOUO;;;;;;;BONDOUKOU;LAOUDI-BA
TOROSSANGUEHI 1 2;;;;;;;BONDOUKOU;LAOUDI-BA
TOROSSANGUEHI 3;;;;;;;BONDOUKOU;LAOUDI-BA
WANGALE;;;;;;;BONDOUKOU;LAOUDI-BA
WEMBANGO;;;;;;;BONDOUKOU;LAOUDI-BA
YAYEGO;;;;;;;BONDOUKOU;LAOUDI-BA
YEREKAYE;;;;;;;BONDOUKOU;LAOUDI-BA
YEZIMALA 1;;;;;;;BONDOUKOU;LAOUDI-BA
YEZIMALA 2;;;;;;;BONDOUKOU;LAOUDI-BA
YEZIMALA 3;;;;;;;BONDOUKOU;LAOUDI-BA
ZADEI;;;;;;;BONDOUKOU;LAOUDI-BA
ALLAGBINGBIN;;;;;;;BONDOUKOU;SANDEGUE
AWAHIKRO 1;;;;;;;BONDOUKOU;SANDEGUE
AWAHIKRO 2;;;;;;;BONDOUKOU;SANDEGUE
AYEKATO;;;;;;;BONDOUKOU;SANDEGUE
BANDAKAGNI SOKOURA 1;;;;;;;BONDOUKOU;SANDEGUE
BANDAKAGNI SOKOURA 2;;;;;;;BONDOUKOU;SANDEGUE
BANDAKAGNI TOMORA  1 2 3;;;;;;;BONDOUKOU;SANDEGUE
BOTIAMA;;;;;;;BONDOUKOU;SANDEGUE
DALEWARE;;;;;;;BONDOUKOU;SANDEGUE
DARIDOUGOU;;;;;;;BONDOUKOU;SANDEGUE
DIEZUE 1;;;;;;;BONDOUKOU;SANDEGUE
DIEZUE 2;;;;;;;BONDOUKOU;SANDEGUE
DIMANDOUGOU;;;;;;;BONDOUKOU;SANDEGUE
DOUTIDOUGOU ET MATERNELLE;;;;;;;BONDOUKOU;SANDEGUE
GBANGBO;;;;;;;BONDOUKOU;SANDEGUE
GBANGOURMAN;;;;;;;BONDOUKOU;SANDEGUE
GNANGBESSO;;;;;;;BONDOUKOU;SANDEGUE
GOHENOU;;;;;;;BONDOUKOU;SANDEGUE
KAMELE;;;;;;;BONDOUKOU;SANDEGUE
KASSOUMDOUGOU;;;;;;;BONDOUKOU;SANDEGUE
KIETI;;;;;;;BONDOUKOU;SANDEGUE
KILIRE;;;;;;;BONDOUKOU;SANDEGUE
KIMASSI;;;;;;;BONDOUKOU;SANDEGUE
KOBENANGALE;;;;;;;BONDOUKOU;SANDEGUE
KONDORODOUGOU;;;;;;;BONDOUKOU;SANDEGUE
KOUADIO KOTO;;;;;;;BONDOUKOU;SANDEGUE
KOUAKOUKANKRO;;;;;;;BONDOUKOU;SANDEGUE
KOUASSIDOUGOU ET MATERNELLE;;;;;;;BONDOUKOU;SANDEGUE
LOGONDE;;;;;;;BONDOUKOU;SANDEGUE
LOGOTAN;;;;;;;BONDOUKOU;SANDEGUE
MADAM;;;;;;;BONDOUKOU;SANDEGUE
MASSADOUGOU 1;;;;;;;BONDOUKOU;SANDEGUE
MASSADOUGOU 2;;;;;;;BONDOUKOU;SANDEGUE
MASSADOUGOU 3;;;;;;;BONDOUKOU;SANDEGUE
MATERNELLE SANDEGUE;;;;;;;BONDOUKOU;SANDEGUE
MATERNELLE TEKO;;;;;;;BONDOUKOU;SANDEGUE
NAMASSI 1 ET MATERNELLE;;;;;;;BONDOUKOU;SANDEGUE
NAMASSI 2;;;;;;;BONDOUKOU;SANDEGUE
PALA;;;;;;;BONDOUKOU;SANDEGUE
SANDEGUE 1 2 ET MATERNELLE;;;;;;;BONDOUKOU;SANDEGUE
SANDEGUE 3;;;;;;;BONDOUKOU;SANDEGUE
SANDEGUE MUNICIPALITE;;;;;;;BONDOUKOU;SANDEGUE
SANGUEHI SANDEGUE;;;;;;;BONDOUKOU;SANDEGUE
SANLO;;;;;;;BONDOUKOU;SANDEGUE
SINIKOSSON;;;;;;;BONDOUKOU;SANDEGUE
TALAHINI TOMORA;;;;;;;BONDOUKOU;SANDEGUE
TEKO;;;;;;;BONDOUKOU;SANDEGUE
TOKANGA;;;;;;;BONDOUKOU;SANDEGUE
YOROBODI 1 ET MATERNELLE;;;;;;;BONDOUKOU;SANDEGUE
YOROBODI 2;;;;;;;BONDOUKOU;SANDEGUE
BANDOLE 1 2;;;;;;;BONDOUKOU;SOROBANGO
BIVAREDOUO;;;;;;;BONDOUKOU;SOROBANGO
BOROPONKO;;;;;;;BONDOUKOU;SOROBANGO
BOZAGNI;;;;;;;BONDOUKOU;SOROBANGO
DAGBOLONKROUDOUO;;;;;;;BONDOUKOU;SOROBANGO
DANGUIRA;;;;;;;BONDOUKOU;SOROBANGO
DEBANGO;;;;;;;BONDOUKOU;SOROBANGO
DONGODOUO;;;;;;;BONDOUKOU;SOROBANGO
GBINKO;;;;;;;BONDOUKOU;SOROBANGO
HELBOUTEDOUO;;;;;;;BONDOUKOU;SOROBANGO
KAMALA 1 2;;;;;;;BONDOUKOU;SOROBANGO
KANGUELE 1 2;;;;;;;BONDOUKOU;SOROBANGO
KARSONTEDOUO;;;;;;;BONDOUKOU;SOROBANGO
KIBATE;;;;;;;BONDOUKOU;SOROBANGO
KIENDI 1 2;;;;;;;BONDOUKOU;SOROBANGO
KIENDI HUISSERE;;;;;;;BONDOUKOU;SOROBANGO
KODIO 1 2;;;;;;;BONDOUKOU;SOROBANGO
KOUAFO AKIDOM;;;;;;;BONDOUKOU;SOROBANGO
KPEDI;;;;;;;BONDOUKOU;SOROBANGO
MANTOUKOUA WALOGO;;;;;;;BONDOUKOU;SOROBANGO
MARAHUI;;;;;;;BONDOUKOU;SOROBANGO
NAFAMBENI;;;;;;;BONDOUKOU;SOROBANGO
OUOLOBIDI;;;;;;;BONDOUKOU;SOROBANGO
PELEGODI;;;;;;;BONDOUKOU;SOROBANGO
POUGOUBE;;;;;;;BONDOUKOU;SOROBANGO
SANGABILI;;;;;;;BONDOUKOU;SOROBANGO
SANGUIEBO;;;;;;;BONDOUKOU;SOROBANGO
SEKOUAYE;;;;;;;BONDOUKOU;SOROBANGO
SIANHODI;;;;;;;BONDOUKOU;SOROBANGO
SOGOLA;;;;;;;BONDOUKOU;SOROBANGO
SOROBANGO 1 2;;;;;;;BONDOUKOU;SOROBANGO
TAGADI 1 2;;;;;;;BONDOUKOU;SOROBANGO
TAMBI 1 2;;;;;;;BONDOUKOU;SOROBANGO
TAMBI 3;;;;;;;BONDOUKOU;SOROBANGO
TAMBI 4;;;;;;;BONDOUKOU;SOROBANGO
TOTITEDOUO;;;;;;;BONDOUKOU;SOROBANGO
WAWE;;;;;;;BONDOUKOU;SOROBANGO
ZAGALA;;;;;;;BONDOUKOU;SOROBANGO
ADJA BONGO 1 ET 2;;;;;;;BONDOUKOU;TABAGNE
AMODI;;;;;;;BONDOUKOU;TABAGNE
AMOITINI;;;;;;;BONDOUKOU;TABAGNE
BAD BONDO;;;;;;;BONDOUKOU;TABAGNE
BILIKEI;;;;;;;BONDOUKOU;TABAGNE
BINIMERE;;;;;;;BONDOUKOU;TABAGNE
BIRAOUDI;;;;;;;BONDOUKOU;TABAGNE
BONDO 1;;;;;;;BONDOUKOU;TABAGNE
BONDO 2;;;;;;;BONDOUKOU;TABAGNE
DAME;;;;;;;BONDOUKOU;TABAGNE
DEBA 1 ET 2;;;;;;;BONDOUKOU;TABAGNE
DINGBI 1 ET 2;;;;;;;BONDOUKOU;TABAGNE
DONVAGNE 1;;;;;;;BONDOUKOU;TABAGNE
DONVAGNE 2;;;;;;;BONDOUKOU;TABAGNE
GBANE;;;;;;;BONDOUKOU;TABAGNE
GNONMANGON;;;;;;;BONDOUKOU;TABAGNE
GORONGUI;;;;;;;BONDOUKOU;TABAGNE
HANGOTI;;;;;;;BONDOUKOU;TABAGNE
HOUMANKPIN;;;;;;;BONDOUKOU;TABAGNE
IGUELA;;;;;;;BONDOUKOU;TABAGNE
KALOM;;;;;;;BONDOUKOU;TABAGNE
KOTIO;;;;;;;BONDOUKOU;TABAGNE
KOUAFFO AHINIFIE;;;;;;;BONDOUKOU;TABAGNE
KOUASSI KOUMAN 1 ET 2;;;;;;;BONDOUKOU;TABAGNE
KPANAN 1;;;;;;;BONDOUKOU;TABAGNE
KPANAYO;;;;;;;BONDOUKOU;TABAGNE
LEDI;;;;;;;BONDOUKOU;TABAGNE
MAGAM;;;;;;;BONDOUKOU;TABAGNE
MATERNELLE AMODI;;;;;;;BONDOUKOU;TABAGNE
MATERNELLE KOUASSI KOUMAN;;;;;;;BONDOUKOU;TABAGNE
MATERNELLE TABAGNE;;;;;;;BONDOUKOU;TABAGNE
NEGUERE NAGARE;;;;;;;BONDOUKOU;TABAGNE
SAPIA 1 ET 2;;;;;;;BONDOUKOU;TABAGNE
TABAGNE 1;;;;;;;BONDOUKOU;TABAGNE
TABAGNE 2;;;;;;;BONDOUKOU;TABAGNE
TABAGNE 3;;;;;;;BONDOUKOU;TABAGNE
TABAGNE 4;;;;;;;BONDOUKOU;TABAGNE
TABAGNE 5;;;;;;;BONDOUKOU;TABAGNE
TABAGNE 6;;;;;;;BONDOUKOU;TABAGNE
WAKIALA;;;;;;;BONDOUKOU;TABAGNE
YAOKOKOROKO BONDOUKOU;;;;;;;BONDOUKOU;TABAGNE
ZERE;;;;;;;BONDOUKOU;TABAGNE
ZOLONGO;;;;;;;BONDOUKOU;TABAGNE
ABOKOUMAN;;;;;;;BONDOUKOU;TANDA
ADJEIBANGO;;;;;;;BONDOUKOU;TANDA
AHIBANGO;;;;;;;BONDOUKOU;TANDA
AMANVI 1;;;;;;;BONDOUKOU;TANDA
AMANVI 2;;;;;;;BONDOUKOU;TANDA
AMATA;;;;;;;BONDOUKOU;TANDA
ASSAFO;;;;;;;BONDOUKOU;TANDA
BAKOTIA;;;;;;;BONDOUKOU;TANDA
BELEOULE;;;;;;;BONDOUKOU;TANDA
BOKORE 1;;;;;;;BONDOUKOU;TANDA
BOKORE 2;;;;;;;BONDOUKOU;TANDA
BRACODI LAOUDIBA;;;;;;;BONDOUKOU;TANDA
BROUKRO 1;;;;;;;BONDOUKOU;TANDA
BROUKRO 2 BONDOUKOU;;;;;;;BONDOUKOU;TANDA
DABILAYO;;;;;;;BONDOUKOU;TANDA
DIASSEMPA TANDA;;;;;;;BONDOUKOU;TANDA
DIBIBANGO;;;;;;;BONDOUKOU;TANDA
DJANIYAO;;;;;;;BONDOUKOU;TANDA
FISSA 1;;;;;;;BONDOUKOU;TANDA
FISSA 2;;;;;;;BONDOUKOU;TANDA
FODJA;;;;;;;BONDOUKOU;TANDA
GUIENDE 1 3;;;;;;;BONDOUKOU;TANDA
GUIENDE 2;;;;;;;BONDOUKOU;TANDA
GUIENDE 4;;;;;;;BONDOUKOU;TANDA
IGUELA 1;;;;;;;BONDOUKOU;TANDA
IGUELA 2;;;;;;;BONDOUKOU;TANDA
KANDENAN;;;;;;;BONDOUKOU;TANDA
KARABENGUE;;;;;;;BONDOUKOU;TANDA
KIETAN;;;;;;;BONDOUKOU;TANDA
KOFFIDABIEKRO;;;;;;;BONDOUKOU;TANDA
KONGODJAN BONDOUKOU;;;;;;;BONDOUKOU;TANDA
KOROBO 1;;;;;;;BONDOUKOU;TANDA
KOROBO 2;;;;;;;BONDOUKOU;TANDA
KOROKO FOUMASSA;;;;;;;BONDOUKOU;TANDA
KOUATOUTOU;;;;;;;BONDOUKOU;TANDA
LECOCODI;;;;;;;BONDOUKOU;TANDA
LOMO 1 2;;;;;;;BONDOUKOU;TANDA
LOMO 3;;;;;;;BONDOUKOU;TANDA
LOTHOGNO;;;;;;;BONDOUKOU;TANDA
MATERNELLE 1 3 TANDA;;;;;;;BONDOUKOU;TANDA
MATERNELLE 2 TANDA;;;;;;;BONDOUKOU;TANDA
MATERNELLE AHIBANGO;;;;;;;BONDOUKOU;TANDA
MATERNELLE AMANVI;;;;;;;BONDOUKOU;TANDA
MATERNELLE GUIENDE;;;;;;;BONDOUKOU;TANDA
MATERNELLE IGUELA;;;;;;;BONDOUKOU;TANDA
MATERNELLE KOROBO;;;;;;;BONDOUKOU;TANDA
MATERNELLE LOMO;;;;;;;BONDOUKOU;TANDA
MATERNELLE LOTHOGNO;;;;;;;BONDOUKOU;TANDA
MATERNELLE MUNICIPALE BONDOUKOU;;;;;;;BONDOUKOU;TANDA
MATERNELLE R ESIDENTIELLE;;;;;;;BONDOUKOU;TANDA
MATERNELLE TEHUI;;;;;;;BONDOUKOU;TANDA
MINTIANON;;;;;;;BONDOUKOU;TANDA
MUNICIPALITE 1 2 3;;;;;;;BONDOUKOU;TANDA
NAGAFFOU 1 et 2;;;;;;;BONDOUKOU;TANDA
SEPE;;;;;;;BONDOUKOU;TANDA
SOGOVAGNE;;;;;;;BONDOUKOU;TANDA
SOGUI;;;;;;;BONDOUKOU;TANDA
SOKOUADOU;;;;;;;BONDOUKOU;TANDA
TANDA 1 2 ;;;;;;;BONDOUKOU;TANDA
TANDA 3;;;;;;;BONDOUKOU;TANDA
TANDA 4;;;;;;;BONDOUKOU;TANDA
TANDA 5;;;;;;;BONDOUKOU;TANDA
TANDA 6;;;;;;;BONDOUKOU;TANDA
TANDA 7;;;;;;;BONDOUKOU;TANDA
TANDA CENTRE 1 2 3;;;;;;;BONDOUKOU;TANDA
TANDA NAO;;;;;;;BONDOUKOU;TANDA
TANGAMOUROU 1 2;;;;;;;BONDOUKOU;TANDA
TECKO;;;;;;;BONDOUKOU;TANDA
TEGOHUNI;;;;;;;BONDOUKOU;TANDA
TEHUI 1;;;;;;;BONDOUKOU;TANDA
TEHUI 2;;;;;;;BONDOUKOU;TANDA
TEHUI 3;;;;;;;BONDOUKOU;TANDA
TITIKOUA;;;;;;;BONDOUKOU;TANDA
TOUNDIANI;;;;;;;BONDOUKOU;TANDA
YANVO;;;;;;;BONDOUKOU;TANDA
YAOBOUO;;;;;;;BONDOUKOU;TANDA
ADJEIKRO;;;;;;;BONDOUKOU;TANKESSE
AKAKOBENANKRO;;;;;;;BONDOUKOU;TANKESSE
AKASSO;;;;;;;BONDOUKOU;TANKESSE
ALIKOASSUE;;;;;;;BONDOUKOU;TANKESSE
AMEYAOKRO;;;;;;;BONDOUKOU;TANKESSE
ANGOUAKOUADIOKRO;;;;;;;BONDOUKOU;TANKESSE
ANOUANZEBO;;;;;;;BONDOUKOU;TANKESSE
ASSUAMAKRO;;;;;;;BONDOUKOU;TANKESSE
ATTAKOUADIOKRO 1 2;;;;;;;BONDOUKOU;TANKESSE
ATTAKRO;;;;;;;BONDOUKOU;TANKESSE
BOFFOUOKRO;;;;;;;BONDOUKOU;TANKESSE
BOSSOGNAMIENKRO;;;;;;;BONDOUKOU;TANKESSE
BROFFOUEDOU;;;;;;;BONDOUKOU;TANKESSE
BROUKRO BANOUAN;;;;;;;BONDOUKOU;TANKESSE
DEIMBA 1 2;;;;;;;BONDOUKOU;TANKESSE
DIHINIBO;;;;;;;BONDOUKOU;TANKESSE
IFO;;;;;;;BONDOUKOU;TANKESSE
KODJINAN;;;;;;;BONDOUKOU;TANKESSE
KOFFI BADOUKRO;;;;;;;BONDOUKOU;TANKESSE
KOFFIKOKOREKRO;;;;;;;BONDOUKOU;TANKESSE
KOKOMIAN 1;;;;;;;BONDOUKOU;TANKESSE
KOKOMIAN 2;;;;;;;BONDOUKOU;TANKESSE
KOTOKOU AYERA;;;;;;;BONDOUKOU;TANKESSE
KOUAME ANGOUA 1 2;;;;;;;BONDOUKOU;TANKESSE
KOUASSI BADOUKRO;;;;;;;BONDOUKOU;TANKESSE
M BEKOUADIOKRO;;;;;;;BONDOUKOU;TANKESSE
MATERNELLE AKAKOBENANKRO;;;;;;;BONDOUKOU;TANKESSE
MATERNELLE DE TANKESS E;;;;;;;BONDOUKOU;TANKESSE
MATERNELLE DEIMBA;;;;;;;BONDOUKOU;TANKESSE
MATERNELLE KOTOKOU AYERA;;;;;;;BONDOUKOU;TANKESSE
N DAKRO 1;;;;;;;BONDOUKOU;TANKESSE
N DAKRO 2;;;;;;;BONDOUKOU;TANKESSE
N GUESSAN BRINDOUKRO 1 2;;;;;;;BONDOUKOU;TANKESSE
OUANGUI;;;;;;;BONDOUKOU;TANKESSE
PAMBARIBA;;;;;;;BONDOUKOU;TANKESSE
PETIT ABENGOUROU;;;;;;;BONDOUKOU;TANKESSE
PETIT BONDOUKOU;;;;;;;BONDOUKOU;TANKESSE
PETIT BOUAKE;;;;;;;BONDOUKOU;TANKESSE
PRESSO 1 2;;;;;;;BONDOUKOU;TANKESSE
SOGOYAOKRO;;;;;;;BONDOUKOU;TANKESSE
TAKIKRO;;;;;;;BONDOUKOU;TANKESSE
TANKESSE 1 2;;;;;;;BONDOUKOU;TANKESSE
TIENKOIKRO 1 2;;;;;;;BONDOUKOU;TANKESSE
YAOKRO 1 TANKESSE;;;;;;;BONDOUKOU;TANKESSE
YAOKRO 2;;;;;;;BONDOUKOU;TANKESSE
DINAOUDI 1 2;;;;;;;BONDOUKOU;TAOUDI
DINAOUDI 3;;;;;;;BONDOUKOU;TAOUDI
KEMEDI;;;;;;;BONDOUKOU;TAOUDI
KIRAMISSE TAOUDI;;;;;;;BONDOUKOU;TAOUDI
KOUAKOU BIENGOUAI;;;;;;;BONDOUKOU;TAOUDI
KOUAKOU YEBOUA ALEXANDRE  TAOUDI 2 ;;;;;;;BONDOUKOU;TAOUDI
LANDAYE;;;;;;;BONDOUKOU;TAOUDI
LENAGARE;;;;;;;BONDOUKOU;TAOUDI
LOBA BODJORO PIERRE  TAOUDI 1 ;;;;;;;BONDOUKOU;TAOUDI
MARAHUI  AHINIFIE  1 2;;;;;;;BONDOUKOU;TAOUDI
MATERNELLE TAOUDI;;;;;;;BONDOUKOU;TAOUDI
NAGABARE;;;;;;;BONDOUKOU;TAOUDI
ROPE GUEDE GREGOIRE TAOUDI 3 ;;;;;;;BONDOUKOU;TAOUDI
SADIAHUI;;;;;;;BONDOUKOU;TAOUDI
SAKPATROU;;;;;;;BONDOUKOU;TAOUDI
TAOUDI 4  YAO DONGUI ;;;;;;;BONDOUKOU;TAOUDI
YEREKAYE KOKO;;;;;;;BONDOUKOU;TAOUDI
ZEKPO 1 2;;;;;;;BONDOUKOU;TAOUDI
ADJOUMANIBANGO;;;;;;;BONDOUKOU;TIEDIO
ADOUBANGO;;;;;;;BONDOUKOU;TIEDIO
AKA   YAO;;;;;;;BONDOUKOU;TIEDIO
ANANVOUENOU;;;;;;;BONDOUKOU;TIEDIO
ASSOUMANBANGO;;;;;;;BONDOUKOU;TIEDIO
BASSAPOUNOU;;;;;;;BONDOUKOU;TIEDIO
BOLIBRAHIMADOUGOU;;;;;;;BONDOUKOU;TIEDIO
BOUKO 1;;;;;;;BONDOUKOU;TIEDIO
BOUKO 2;;;;;;;BONDOUKOU;TIEDIO
DIAMBA 1 2;;;;;;;BONDOUKOU;TIEDIO
DJADOUBANGO;;;;;;;BONDOUKOU;TIEDIO
DJANZAMBANGO;;;;;;;BONDOUKOU;TIEDIO
DOMANBANGO;;;;;;;BONDOUKOU;TIEDIO
ESSIKRO 1;;;;;;;BONDOUKOU;TIEDIO
ESSIKRO 2;;;;;;;BONDOUKOU;TIEDIO
GBABANGO;;;;;;;BONDOUKOU;TIEDIO
GONDIA 1;;;;;;;BONDOUKOU;TIEDIO
GONDIA 2;;;;;;;BONDOUKOU;TIEDIO
GUIMERE;;;;;;;BONDOUKOU;TIEDIO
KANTON;;;;;;;BONDOUKOU;TIEDIO
KOUADIOBANGO;;;;;;;BONDOUKOU;TIEDIO
KOUMENAGARE;;;;;;;BONDOUKOU;TIEDIO
LAMOLI;;;;;;;BONDOUKOU;TIEDIO
MATERNELLE DIAMBA;;;;;;;BONDOUKOU;TIEDIO
MATERNELLE ESSIKRO;;;;;;;BONDOUKOU;TIEDIO
N GARAOUA;;;;;;;BONDOUKOU;TIEDIO
NEMA;;;;;;;BONDOUKOU;TIEDIO
PALA 1;;;;;;;BONDOUKOU;TIEDIO
PALA 2;;;;;;;BONDOUKOU;TIEDIO
SEKREBANGO;;;;;;;BONDOUKOU;TIEDIO
SIASSO 1;;;;;;;BONDOUKOU;TIEDIO
SIASSO 2;;;;;;;BONDOUKOU;TIEDIO
SIENGUI SOGO;;;;;;;BONDOUKOU;TIEDIO
TIEDIO 1;;;;;;;BONDOUKOU;TIEDIO
TIEDIO 2;;;;;;;BONDOUKOU;TIEDIO
TIEDIO 3;;;;;;;BONDOUKOU;TIEDIO
YAOBANGO;;;;;;;BONDOUKOU;TIEDIO
ADOUKOUAKOUKRO;;;;;;;BONDOUKOU;TRANSUA
AHUITIESSO 1 2;;;;;;;BONDOUKOU;TRANSUA
AKOSSAUM;;;;;;;BONDOUKOU;TRANSUA
AMOROFIKRO;;;;;;;BONDOUKOU;TRANSUA
ARROSSUA;;;;;;;BONDOUKOU;TRANSUA
ASSUAKO 1 2;;;;;;;BONDOUKOU;TRANSUA
ASSUATIFI SOKOURA;;;;;;;BONDOUKOU;TRANSUA
ASSUETIA BANON;;;;;;;BONDOUKOU;TRANSUA
ASSUETIA KESSE 1 2;;;;;;;BONDOUKOU;TRANSUA
ATTOKOM;;;;;;;BONDOUKOU;TRANSUA
BAOULEKOFFIKRO;;;;;;;BONDOUKOU;TRANSUA
BENANON;;;;;;;BONDOUKOU;TRANSUA
BISSASSE;;;;;;;BONDOUKOU;TRANSUA
BREGNEKOI;;;;;;;BONDOUKOU;TRANSUA
CHANTIER BONDOUKOU;;;;;;;BONDOUKOU;TRANSUA
DADIASSE ABRIKOKRO;;;;;;;BONDOUKOU;TRANSUA
DIASSEMPA TRANSUA;;;;;;;BONDOUKOU;TRANSUA
DIEDOU;;;;;;;BONDOUKOU;TRANSUA
DJATOKRO;;;;;;;BONDOUKOU;TRANSUA
ESSI KOUAKOUKRO;;;;;;;BONDOUKOU;TRANSUA
KANGASSUA;;;;;;;BONDOUKOU;TRANSUA
KASSAN;;;;;;;BONDOUKOU;TRANSUA
KOFFI SEY;;;;;;;BONDOUKOU;TRANSUA
KOKISSIKRO;;;;;;;BONDOUKOU;TRANSUA
KOUAHINIKRO 1   2;;;;;;;BONDOUKOU;TRANSUA
KOUAKOU TANOKRO BONDOUKOU;;;;;;;BONDOUKOU;TRANSUA
KOUASSI BENE;;;;;;;BONDOUKOU;TRANSUA
KOUASSI KOSSONOU;;;;;;;BONDOUKOU;TRANSUA
KOUASSIA NAGUNI 3;;;;;;;BONDOUKOU;TRANSUA
KOUASSIA NIAGUNI 1 2;;;;;;;BONDOUKOU;TRANSUA
KRAKRO BONDOUKOU;;;;;;;BONDOUKOU;TRANSUA
KREBIO AKOIKRO;;;;;;;BONDOUKOU;TRANSUA
KROKARY;;;;;;;BONDOUKOU;TRANSUA
KROMOKROM;;;;;;;BONDOUKOU;TRANSUA
MARASSUE;;;;;;;BONDOUKOU;TRANSUA
MATEMANDJA;;;;;;;BONDOUKOU;TRANSUA
MATERNELLE ARROSSUA;;;;;;;BONDOUKOU;TRANSUA
MATERNELLE KOKISSIKRO;;;;;;;BONDOUKOU;TRANSUA
MATERNELLE KOUASSIA NIAGUINI;;;;;;;BONDOUKOU;TRANSUA
MATERNELLE POKO;;;;;;;BONDOUKOU;TRANSUA
MATERNELLE TRANSUA;;;;;;;BONDOUKOU;TRANSUA
N ZUASSE;;;;;;;BONDOUKOU;TRANSUA
